Fecha_Hora,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2019-11-01 00:00:00,25,16.0,1.0,-9999.0,1.0,-9999.0,1.0,18.3269,1.0,19.6275,1.0,37.9543,1.0,1.4,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,348.1,1.0,80.02,1.0,641.2,1.0,0.0,1.0,0.0,1.0,20.4,1.0,0.7,1.0
2019-11-01 01:00:00,25,17.0,1.0,-9999.0,1.0,-9999.0,1.0,24.8305,1.0,17.7745,1.0,42.605,1.0,1.2,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,358.3,1.0,81.18,1.0,641.1,1.0,0.0,1.0,0.0,1.0,19.8,1.0,0.79,1.0
2019-11-01 02:00:00,25,15.0,1.0,-9999.0,1.0,-9999.0,1.0,23.9075,1.0,14.0434,1.0,37.9508,1.0,1.2,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,351.6,1.0,82.88,1.0,640.9,1.0,0.0,1.0,0.0,1.0,18.6,1.0,0.28,1.0
2019-11-01 03:00:00,25,15.0,1.0,-9999.0,1.0,-9999.0,1.0,20.7682,1.0,15.4631,1.0,36.2313,1.0,1.4,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,3.3,1.0,81.49,1.0,640.4,1.0,0.0,1.0,0.0,1.0,19.1,1.0,0.62,1.0
2019-11-01 04:00:00,25,14.0,1.0,-9999.0,1.0,-9999.0,1.0,26.4761,1.0,12.3639,1.0,38.8399,1.0,1.2,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,279.0,1.0,82.49,1.0,640.4,1.0,0.0,1.0,0.0,1.0,18.0,1.0,0.32,1.0
2019-11-01 05:00:00,25,12.0,1.0,-9999.0,1.0,-9999.0,1.0,34.5935,1.0,11.777,1.0,46.3706,1.0,1.4,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,260.6,1.0,84.29,1.0,640.6,1.0,0.0,1.0,0.0,1.0,17.6,1.0,0.43,1.0
2019-11-01 06:00:00,25,16.0,1.0,-9999.0,1.0,-9999.0,1.0,60.2062,1.0,11.6494,1.0,71.8556,1.0,1.4,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,239.0,1.0,83.93,1.0,640.9,1.0,0.0,1.0,0.59,1.0,18.0,1.0,0.29,1.0
2019-11-01 07:00:00,25,25.0,1.0,-9999.0,1.0,-9999.0,1.0,102.576,1.0,11.2026,1.0,113.779,1.0,1.5,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,266.0,1.0,82.74,1.0,641.4,1.0,0.0,1.0,41.09,1.0,18.3,1.0,0.35,1.0
2019-11-01 08:00:00,25,20.0,1.0,-9999.0,1.0,-9999.0,1.0,49.7754,1.0,20.3736,1.0,70.149,1.0,2.2,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,232.5,1.0,73.87,1.0,642.0,1.0,0.0,1.0,141.7,1.0,20.7,1.0,0.08,1.0
2019-11-01 09:00:00,25,23.0,1.0,-9999.0,1.0,-9999.0,1.0,30.4327,1.0,28.2714,1.0,58.704,1.0,9.5,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,72.1,1.0,60.82,1.0,642.0,3.0,0.0,1.0,413.03,1.0,23.8,1.0,0.47,1.0
2019-11-01 10:00:00,25,-9999.0,4.31,-9999.0,1.0,-9999.0,1.0,11.934,1.0,26.883,1.0,38.817,1.0,21.1,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,279.4,1.0,57.0,1.0,642.0,3.0,0.0,1.0,392.4,1.0,24.4,1.0,0.34,1.0
2019-11-01 11:00:00,25,985.0,4.2985,-9999.0,1.0,-9999.0,1.0,6.1127,1.0,23.9375,1.0,30.0501,1.0,34.2,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,53.8,1.0,51.03,1.0,641.5,1.0,0.0,1.0,548.03,1.0,25.9,1.0,0.63,1.0
2019-11-01 12:00:00,25,985.0,4.2985,-9999.0,1.0,-9999.0,1.0,5.699,1.0,29.4859,1.0,35.1849,1.0,49.9,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,261.5,1.0,47.97,1.0,640.8,1.0,0.0,1.0,588.13,1.0,26.7,1.0,0.34,1.0
2019-11-01 13:00:00,25,8.0,1.0,-9999.0,1.0,-9999.0,1.0,3.4948,1.0,21.8821,1.0,25.377,1.0,59.1,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,68.7,1.0,40.57,1.0,639.8,1.0,0.0,1.0,500.86,1.0,28.4,1.0,0.7,1.0
2019-11-01 14:00:00,25,20.0,2.3,-9999.0,1.0,-9999.0,1.0,7.2577,1.0,26.9337,1.0,34.1914,1.0,43.2,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,27.8,1.0,47.2,1.0,638.9,1.0,0.0,1.0,427.29,1.0,26.9,1.0,2.13,1.0
2019-11-01 15:00:00,25,11.0,1.0,-9999.0,1.0,-9999.0,1.0,6.8765,1.0,19.4788,1.0,26.3554,1.0,39.9,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,46.6,1.0,40.16,1.0,638.0,1.0,0.0,1.0,475.09,1.0,28.3,1.0,1.64,1.0
2019-11-01 16:00:00,25,12.0,1.0,-9999.0,1.0,-9999.0,1.0,3.926,1.0,16.2684,1.0,20.1944,1.0,43.4,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,5.5,1.0,44.67,1.0,637.7,1.0,0.1,1.0,206.96,1.0,28.2,1.0,0.73,1.0
